DetectionTime,SensorID,trackingID,objectType,Latitude,Longitude,Speed,Heading
20241126122523.94,0102040204,3,1,37.24006420,126.77370970,4,36
20241126122523.94,0102030203,26,1,37.24005650,126.77370720,6,180
20241126122523.97,0102030203,26,1,37.24005790,126.77370790,21,26
20241126122523.98,0102040204,3,1,37.24006430,126.77370950,1,296
20241126122524.01,0102030203,26,1,37.24005790,126.77370770,2,270
20241126122524.03,0102040204,3,1,37.24006330,126.77370940,8,185
20241126122524.03,0102030203,26,1,37.24005790,126.77370790,2,90
20241126122524.06,0102040204,3,1,37.24006280,126.77370930,5,191
20241126122524.06,0102030203,26,1,37.24005700,126.77370740,12,209
20241126122524.09,0102030203,26,1,37.24005750,126.77370750,6,11
20241126122524.10,0102040204,3,1,37.24006280,126.77370910,1,270
20241126122524.12,0102030203,26,1,37.24005750,126.77370730,2,270
20241126122524.14,0102040204,3,1,37.24006270,126.77370950,3,104
20241126122524.16,0102030203,26,1,37.24005700,126.77370740,5,168
20241126122524.18,0102040204,3,1,37.24006180,126.77370900,9,209
20241126122524.21,0102030203,26,1,37.24005740,126.77370760,3,26
20241126122524.22,0102040204,3,1,37.24006180,126.77370900,0,0
20241126122524.25,0102030203,26,1,37.24005790,126.77370770,5,11
20241126122524.26,0102040204,3,1,37.24006230,126.77370910,5,11
20241126122524.28,0102030203,26,1,37.24005840,126.77370790,6,21
20241126122524.30,0102040204,3,1,37.24006180,126.77370900,5,191
20241126122524.32,0102030203,26,1,37.24005970,126.77370860,16,28
20241126122524.34,0102040204,3,1,37.24006130,126.77370900,4,180
20241126122524.35,0102030203,26,1,37.24006030,126.77370840,7,341
20241126122524.38,0102030203,26,1,37.24006040,126.77370820,2,296
20241126122524.38,0102040204,3,1,37.24006170,126.77370920,4,26
20241126122524.41,0102030203,26,1,37.24005940,126.77370800,13,191
20241126122524.42,0102040204,3,1,37.24006170,126.77370920,0,0
20241126122524.44,0102030203,26,1,37.24006030,126.77370840,12,23
20241126122524.46,0102040204,3,1,37.24006170,126.77370920,0,0
20241126122524.47,0102030203,26,1,37.24006080,126.77370850,6,11
20241126122524.50,0102030203,26,1,37.24005890,126.77370790,26,197
20241126122524.50,0102040204,3,1,37.24006230,126.77370930,5,9
20241126122524.52,0102030203,26,1,37.24005800,126.77370750,15,203
20241126122524.54,0102040204,3,1,37.24006330,126.77370940,10,5
20241126122524.56,0102030203,26,1,37.24005850,126.77370750,5,0
20241126122524.58,0102040204,3,1,37.24006430,126.77370950,9,5
20241126122524.59,0102030203,26,1,37.24005890,126.77370790,7,45
20241126122524.62,0102040204,3,1,37.24006480,126.77370950,5,0
20241126122524.62,0102030203,26,1,37.24005980,126.77370840,10,29
20241126122524.66,0102040204,3,1,37.24006530,126.77370980,5,30
20241126122524.68,0102030203,26,1,37.24006030,126.77370840,3,0
20241126122524.70,0102040204,3,1,37.24006440,126.77370930,10,209
20241126122524.72,0102030203,26,1,37.24005940,126.77370800,9,203
20241126122524.74,0102040204,3,1,37.24006420,126.77370970,3,116
20241126122524.75,0102030203,26,1,37.24006030,126.77370840,12,23
20241126122524.78,0102040204,3,1,37.24006420,126.77370970,0,0
20241126122524.78,0102030203,26,1,37.24005980,126.77370840,6,180
20241126122524.81,0102030203,26,1,37.24005970,126.77370860,2,116
20241126122524.82,0102040204,3,1,37.24006420,126.77370970,0,0
20241126122524.85,0102030203,26,1,37.24005840,126.77370790,17,208
20241126122524.86,0102040204,3,1,37.24006430,126.77370950,1,296
20241126122524.88,0102030203,26,1,37.24005890,126.77370790,6,0
20241126122524.90,0102040204,3,1,37.24006470,126.77370970,4,26
20241126122524.91,0102030203,26,1,37.24005740,126.77370760,19,191
20241126122524.94,0102030203,26,1,37.24005740,126.77370760,0,0
20241126122524.94,0102040204,3,1,37.24006480,126.77370950,1,296
20241126122524.97,0102030203,26,1,37.24005790,126.77370770,6,11
20241126122524.98,0102040204,3,1,37.24006390,126.77370930,9,192
20241126122525.00,0102030203,26,1,37.24005700,126.77370740,11,198
20241126122525.02,0102040204,3,1,37.24006240,126.77370890,15,194
20241126122525.04,0102030203,26,1,37.24005650,126.77370720,6,201
20241126122525.06,0102030203,26,1,37.24005690,126.77370760,10,44
20241126122525.06,0102040204,3,1,37.24006240,126.77370890,0,0
20241126122525.09,0102030203,26,1,37.24005750,126.77370750,6,350
20241126122525.10,0102040204,3,1,37.24006230,126.77370930,3,104
20241126122525.14,0102040204,3,1,37.24006180,126.77370900,5,210
20241126122525.15,0102030203,26,1,37.24005750,126.77370730,1,270
20241126122525.18,0102040204,3,1,37.24006130,126.77370900,5,180
20241126122525.19,0102030203,26,1,37.24005790,126.77370770,4,45
20241126122525.22,0102030203,26,1,37.24005840,126.77370790,6,21
20241126122525.22,0102040204,3,1,37.24006180,126.77370900,4,0
20241126122525.25,0102030203,26,1,37.24005850,126.77370750,4,284
20241126122525.26,0102040204,3,1,37.24006170,126.77370920,1,116
20241126122525.28,0102030203,26,1,37.24005950,126.77370780,14,16
20241126122525.30,0102040204,3,1,37.24006130,126.77370900,4,206
20241126122525.31,0102030203,26,1,37.24005990,126.77370820,6,45
20241126122525.34,0102040204,3,1,37.24006170,126.77370920,4,26
20241126122525.34,0102030203,26,1,37.24006040,126.77370820,6,0
20241126122525.37,0102030203,26,1,37.24005950,126.77370780,12,203
20241126122525.38,0102040204,3,1,37.24006170,126.77370920,0,0
20241126122525.40,0102030203,26,1,37.24006080,126.77370850,19,28
20241126122525.42,0102040204,3,1,37.24006230,126.77370930,6,9
20241126122525.43,0102030203,26,1,37.24005900,126.77370760,25,206
20241126122525.46,0102030203,26,1,37.24005900,126.77370770,1,90
20241126122525.46,0102040204,3,1,37.24006230,126.77370910,1,270
20241126122525.49,0102030203,26,1,37.24005800,126.77370750,11,191
20241126122525.50,0102040204,3,1,37.24006390,126.77370930,16,7
20241126122525.53,0102030203,26,1,37.24005840,126.77370770,5,26
20241126122525.54,0102040204,3,1,37.24006480,126.77370950,9,12
20241126122525.56,0102030203,26,1,37.24005980,126.77370840,21,26
20241126122525.58,0102040204,3,1,37.24006480,126.77370950,0,0
20241126122525.61,0102030203,26,1,37.24005930,126.77370820,3,201
20241126122525.62,0102040204,3,1,37.24006480,126.77370950,0,0
20241126122525.65,0102030203,26,1,37.24005840,126.77370770,9,209
20241126122525.66,0102040204,3,1,37.24006410,126.77371000,7,144
20241126122525.69,0102030203,26,1,37.24005930,126.77370820,12,29
20241126122525.70,0102040204,3,1,37.24006370,126.77370960,5,224
20241126122525.72,0102030203,26,1,37.24005840,126.77370770,12,209
20241126122525.74,0102040204,3,1,37.24006310,126.77370970,6,170
20241126122525.75,0102030203,26,1,37.24005800,126.77370750,5,206
20241126122525.78,0102030203,26,1,37.24005710,126.77370700,12,209
20241126122525.79,0102040204,3,1,37.24006330,126.77370940,2,303
20241126122525.81,0102030203,26,1,37.24005750,126.77370730,6,36
20241126122525.83,0102040204,3,1,37.24006470,126.77370990,13,19
20241126122525.84,0102030203,26,1,37.24005670,126.77370680,12,212
20241126122525.87,0102040204,3,1,37.24006520,126.77370990,5,0
20241126122525.87,0102030203,26,1,37.24005620,126.77370660,6,201
20241126122525.90,0102030203,26,1,37.24005650,126.77370740,10,69
20241126122525.91,0102040204,3,1,37.24006480,126.77370950,4,225
20241126122525.93,0102030203,26,1,37.24005650,126.77370740,0,0
20241126122525.95,0102040204,3,1,37.24006480,126.77370950,0,0
20241126122525.96,0102030203,26,1,37.24005780,126.77370800,18,24
20241126122525.99,0102030203,26,1,37.24005690,126.77370760,14,203
20241126122525.99,0102040204,3,1,37.24006440,126.77370930,4,206
20241126122526.02,0102030203,26,1,37.24005650,126.77370740,4,206
20241126122526.03,0102040204,3,1,37.24006280,126.77370910,15,187
20241126122526.06,0102030203,26,1,37.24005650,126.77370720,2,270
20241126122526.07,0102040204,3,1,37.24006230,126.77370910,4,180
20241126122526.11,0102030203,26,1,37.24005610,126.77370680,3,225
20241126122526.11,0102040204,3,1,37.24006230,126.77370930,1,90
20241126122526.15,0102030203,26,1,37.24005710,126.77370700,9,11
20241126122526.15,0102040204,3,1,37.24006140,126.77370880,9,209
20241126122526.18,0102030203,26,1,37.24005720,126.77370690,1,314
20241126122526.19,0102040204,3,1,37.24006080,126.77370890,5,170
20241126122526.22,0102030203,26,1,37.24005940,126.77370800,29,26
20241126122526.23,0102040204,3,1,37.24006080,126.77370890,0,0
20241126122526.25,0102030203,26,1,37.24005990,126.77370800,5,0
20241126122526.27,0102040204,3,1,37.24006080,126.77370890,0,0
20241126122526.28,0102030203,26,1,37.24005900,126.77370760,13,203
20241126122526.31,0102030203,26,1,37.24005900,126.77370770,1,90
20241126122526.32,0102040204,3,1,37.24006120,126.77370910,4,26
20241126122526.34,0102030203,26,1,37.24005900,126.77370770,0,0
20241126122526.36,0102040204,3,1,37.24006180,126.77370900,6,350
20241126122526.36,0102030203,26,1,37.24005850,126.77370750,10,201
20241126122526.40,0102030203,26,1,37.24005930,126.77370820,10,41
20241126122526.40,0102040204,3,1,37.24006230,126.77370910,4,11
20241126122526.43,0102030203,26,1,37.24005930,126.77370820,0,0
20241126122526.44,0102040204,3,1,37.24006340,126.77370920,12,5
20241126122526.47,0102030203,26,1,37.24005890,126.77370790,5,216
20241126122526.47,0102040204,3,1,37.24006400,126.77370910,6,350
20241126122526.50,0102030203,26,1,37.24005890,126.77370790,0,0
20241126122526.52,0102040204,3,1,37.24006430,126.77370950,4,53
20241126122526.53,0102030203,26,1,37.24005800,126.77370750,11,203
20241126122526.56,0102040204,3,1,37.24006440,126.77370930,1,296
20241126122526.58,0102030203,26,1,37.24005930,126.77370820,11,28
20241126122526.60,0102040204,3,1,37.24006400,126.77371020,8,113
20241126122526.62,0102030203,26,1,37.24006040,126.77370820,11,0
20241126122526.64,0102040204,3,1,37.24006310,126.77370970,9,209
20241126122526.65,0102030203,26,1,37.24006080,126.77370860,7,45
20241126122526.68,0102040204,3,1,37.24006310,126.77370970,0,0
20241126122526.68,0102030203,26,1,37.24005900,126.77370770,20,206
20241126122526.71,0102030203,26,1,37.24005750,126.77370730,20,194
20241126122526.72,0102040204,3,1,37.24006360,126.77370980,4,11
20241126122526.74,0102030203,26,1,37.24005700,126.77370740,6,168
20241126122526.76,0102040204,3,1,37.24006430,126.77370950,7,336
20241126122526.78,0102030203,26,1,37.24005590,126.77370730,13,185
20241126122526.80,0102040204,3,1,37.24006530,126.77370980,9,16
20241126122526.81,0102030203,26,1,37.24005590,126.77370750,2,90
20241126122526.84,0102030203,26,1,37.24005730,126.77370800,18,19
20241126122526.84,0102040204,3,1,37.24006620,126.77371010,9,18
20241126122526.87,0102030203,26,1,37.24005640,126.77370760,12,203
20241126122526.88,0102040204,3,1,37.24006480,126.77370950,15,203
20241126122526.90,0102030203,26,1,37.24005680,126.77370780,4,26
20241126122526.92,0102040204,3,1,37.24006420,126.77370970,6,161
20241126122526.93,0102030203,26,1,37.24005730,126.77370780,8,0
20241126122526.96,0102040204,3,1,37.24006330,126.77370940,9,198
20241126122526.96,0102030203,26,1,37.24005700,126.77370740,5,233
20241126122526.99,0102030203,26,1,37.24005650,126.77370720,7,201
20241126122527.00,0102040204,3,1,37.24006100,126.77370860,24,199
20241126122527.04,0102040204,3,1,37.24006050,126.77370850,5,191
20241126122527.05,0102030203,26,1,37.24005790,126.77370790,10,26
20241126122527.08,0102040204,3,1,37.24006090,126.77370870,4,26
20241126122527.09,0102030203,26,1,37.24005840,126.77370770,5,338
20241126122527.12,0102040204,3,1,37.24006130,126.77370900,4,36
20241126122527.12,0102030203,26,1,37.24005830,126.77370810,4,104
20241126122527.15,0102030203,26,1,37.24005870,126.77370830,5,26
20241126122527.16,0102040204,3,1,37.24006130,126.77370900,0,0
20241126122527.18,0102030203,26,1,37.24005790,126.77370770,13,216
20241126122527.20,0102040204,3,1,37.24006090,126.77370870,4,216
20241126122527.21,0102030203,26,1,37.24005750,126.77370750,5,206
20241126122527.24,0102040204,3,1,37.24006130,126.77370900,4,36
20241126122527.24,0102030203,26,1,37.24005700,126.77370720,7,210
20241126122527.27,0102030203,26,1,37.24005710,126.77370700,2,296
20241126122527.28,0102040204,3,1,37.24006180,126.77370900,5,0
20241126122527.30,0102030203,26,1,37.24005660,126.77370700,6,180
20241126122527.32,0102040204,3,1,37.24006190,126.77370890,1,315
20241126122527.33,0102030203,26,1,37.24005650,126.77370720,2,116
20241126122527.36,0102040204,3,1,37.24006230,126.77370910,4,26
20241126122527.36,0102030203,26,1,37.24005750,126.77370750,12,16
20241126122527.39,0102030203,26,1,37.24005750,126.77370750,0,0
20241126122527.40,0102040204,3,1,37.24006280,126.77370910,5,0
20241126122527.42,0102030203,26,1,37.24005890,126.77370790,15,15
20241126122527.44,0102040204,3,1,37.24006330,126.77370940,5,30
20241126122527.46,0102030203,26,1,37.24005990,126.77370820,13,16
20241126122527.48,0102040204,3,1,37.24006280,126.77370930,5,191
20241126122527.51,0102030203,26,1,37.24005950,126.77370760,4,236
20241126122527.52,0102040204,3,1,37.24006280,126.77370930,0,0
20241126122527.55,0102030203,26,1,37.24005950,126.77370760,0,0
20241126122527.56,0102040204,3,1,37.24006320,126.77370950,4,26
20241126122527.58,0102030203,26,1,37.24006040,126.77370820,13,33
20241126122527.60,0102040204,3,1,37.24006330,126.77370940,1,315
20241126122527.62,0102030203,26,1,37.24005990,126.77370820,6,180
20241126122527.64,0102040204,3,1,37.24006280,126.77370910,5,210
20241126122527.65,0102030203,26,1,37.24005920,126.77370850,9,156
20241126122527.68,0102030203,26,1,37.24005820,126.77370850,13,180
20241126122527.68,0102040204,3,1,37.24006470,126.77370970,19,17
20241126122527.71,0102030203,26,1,37.24005720,126.77370820,14,196
20241126122527.72,0102040204,3,1,37.24006580,126.77370980,11,5
20241126122527.74,0102030203,26,1,37.24005640,126.77370760,11,216
20241126122527.76,0102040204,3,1,37.24006580,126.77370980,0,0
20241126122527.77,0102030203,26,1,37.24005730,126.77370800,12,23
20241126122527.80,0102030203,26,1,37.24005770,126.77370820,5,26
20241126122527.80,0102040204,3,1,37.24006490,126.77370940,9,203
20241126122527.82,0102030203,26,1,37.24005680,126.77370780,15,203
20241126122527.84,0102040204,3,1,37.24006430,126.77370950,6,170
20241126122527.86,0102030203,26,1,37.24005820,126.77370830,16,19
20241126122527.88,0102040204,3,1,37.24006330,126.77370940,10,185
20241126122527.89,0102030203,26,1,37.24005750,126.77370750,11,228
20241126122527.92,0102030203,26,1,37.24005800,126.77370750,7,0
20241126122527.92,0102040204,3,1,37.24006140,126.77370880,18,197
20241126122527.96,0102040204,3,1,37.24006040,126.77370870,10,185
20241126122527.98,0102030203,26,1,37.24005840,126.77370770,2,26
20241126122528.00,0102040204,3,1,37.24006090,126.77370870,5,0
20241126122528.02,0102030203,26,1,37.24005980,126.77370840,14,26
20241126122528.04,0102040204,3,1,37.24006130,126.77370900,4,36
20241126122528.05,0102030203,26,1,37.24005800,126.77370750,24,206
20241126122528.05,0102030203,27,1,37.24099670,126.77430400,0,0
20241126122528.08,0102040204,3,1,37.24006130,126.77370900,0,0
20241126122528.08,0102030203,26,1,37.24005800,126.77370750,0,0
20241126122528.08,0102030203,27,1,37.24099670,126.77430400,0,0
20241126122528.11,0102030203,26,1,37.24005880,126.77370810,12,36
20241126122528.11,0102030203,27,1,37.24099670,126.77430400,0,0
20241126122528.12,0102040204,3,1,37.24006180,126.77370900,4,0
20241126122528.14,0102030203,26,1,37.24005890,126.77370790,2,296
20241126122528.16,0102040204,3,1,37.24006280,126.77370930,10,16
20241126122528.18,0102030203,26,1,37.24005790,126.77370790,13,180
20241126122528.20,0102040204,3,1,37.24006230,126.77370910,5,201
20241126122528.21,0102030203,26,1,37.24005880,126.77370810,11,12
20241126122528.24,0102030203,26,1,37.24005840,126.77370770,6,224
20241126122528.24,0102040204,3,1,37.24006110,126.77370840,13,210
20241126122528.27,0102030203,26,1,37.24005980,126.77370840,19,26
20241126122528.28,0102040204,3,1,37.24006150,126.77370860,4,26
20241126122528.30,0102030203,26,1,37.24005840,126.77370770,19,206
20241126122528.32,0102040204,3,1,37.24006230,126.77370910,8,32
20241126122528.33,0102030203,26,1,37.24005990,126.77370820,20,18
20241126122528.36,0102030203,26,1,37.24006080,126.77370860,12,23
20241126122528.36,0102040204,3,1,37.24006270,126.77370950,4,44
20241126122528.39,0102030203,26,1,37.24006080,126.77370850,1,270
20241126122528.40,0102040204,3,1,37.24006180,126.77370900,9,209
20241126122528.44,0102040204,3,1,37.24006280,126.77370930,10,16
20241126122528.45,0102030203,26,1,37.24006080,126.77370850,0,0
20241126122528.48,0102040204,3,1,37.24006370,126.77370960,9,18
20241126122528.49,0102030203,26,1,37.24006080,126.77370860,0,90
20241126122528.52,0102030203,26,1,37.24005990,126.77370820,12,203
20241126122528.52,0102040204,3,1,37.24006420,126.77370970,5,11
20241126122528.55,0102030203,26,1,37.24005900,126.77370770,12,209
20241126122528.56,0102040204,3,1,37.24006380,126.77370940,4,216
20241126122528.58,0102030203,26,1,37.24005750,126.77370730,20,194
20241126122528.60,0102040204,3,1,37.24006530,126.77370980,16,14
20241126122528.61,0102030203,26,1,37.24005700,126.77370720,6,191
20241126122528.64,0102040204,3,1,37.24006530,126.77370960,1,270
20241126122528.64,0102030203,26,1,37.24005710,126.77370700,2,296
20241126122528.64,0102030203,27,1,37.24098070,126.77429760,12,201
20241126122528.67,0102030203,26,1,37.24005610,126.77370700,12,180
20241126122528.67,0102030203,27,1,37.24098070,126.77429760,0,0
20241126122528.68,0102040204,3,1,37.24006400,126.77370910,13,201
20241126122528.71,0102030203,26,1,37.24005740,126.77370760,17,24
20241126122528.71,0102030203,27,1,37.24098070,126.77429760,0,0
20241126122528.72,0102040204,3,1,37.24006440,126.77370930,4,26
20241126122528.73,0102030203,26,1,37.24005740,126.77370760,0,0
20241126122528.76,0102040204,3,1,37.24006480,126.77370950,4,26
20241126122528.77,0102030203,26,1,37.24005710,126.77370700,7,243
20241126122528.80,0102030203,26,1,37.24005660,126.77370700,5,180
20241126122528.80,0102040204,3,1,37.24006470,126.77370970,1,116
20241126122528.82,0102030203,26,1,37.24005800,126.77370750,27,19
20241126122528.84,0102040204,3,1,37.24006140,126.77370880,33,195
20241126122528.86,0102030203,26,1,37.24005840,126.77370770,4,26
20241126122528.89,0102040204,3,1,37.24006090,126.77370870,4,191
20241126122528.91,0102030203,26,1,37.24005800,126.77370750,3,206
20241126122528.93,0102040204,3,1,37.24006120,126.77370910,4,53
20241126122528.95,0102030203,26,1,37.24005790,126.77370770,1,116
20241126122528.97,0102040204,3,1,37.24006130,126.77370900,1,314
20241126122528.98,0102030203,26,1,37.24005830,126.77370810,7,44
20241126122529.01,0102040204,3,1,37.24006090,126.77370870,4,216
20241126122529.02,0102030203,26,1,37.24005690,126.77370760,15,199
20241126122529.05,0102030203,26,1,37.24005730,126.77370780,6,26
20241126122529.05,0102040204,3,1,37.24006140,126.77370880,5,11
20241126122529.08,0102030203,26,1,37.24005790,126.77370790,8,9
20241126122529.09,0102040204,3,1,37.24006240,126.77370890,10,5
20241126122529.11,0102030203,26,1,37.24005750,126.77370750,6,225
20241126122529.13,0102040204,3,1,37.24006190,126.77370890,5,180
20241126122529.14,0102030203,26,1,37.24005750,126.77370750,0,0
20241126122529.17,0102040204,3,1,37.24006060,126.77370820,12,208
